participant,condition:1,prolific1:1,xb_01:1,xb_02:1,xb_03:1,xb_04:1,xb_05:1,xb_06:1,xb_07:1,xb_15:1,xb_16:1,xb_17:1,xb_18:1,xb_19:1,xb_20:1,xb_21:1,xb_101:1,xb_102:1,xb_103:1,xb_104:1,xb_105:1,xb_106:1,xb_107:1,xb_108:1,xb_109:1,xb_110:1,xb_111:1,xb_112:1,xb_113:1,xb_114:1,xb_22:1,xb_23:1,xb_24:1,xb_25:1,xb_26:1,xb_27:1,xb_28:1,xb_29:1,xb_30:1,xb_31:1,xb_32:1,xb_33:1,xb_34:1,xb_35:1,xb_136:1,xb_137:1,xb_138:1,xb_139:1,xb_140:1,xb_141:1,xb_142:1,xb_57:1,xb_58:1,xb_59:1,xb_60:1,xb_61:1,xb_62:1,xb_63:1,xb_64:1,xb_65:1,xb_66:1,xb_67:1,xb_68:1,xb_69:1,xb_70:1,xb_150:1,xb_151:1,xb_152:1,xb_153:1,xb_154:1,xb_155:1,xb_156:1,prolific2:1,sd_01:1,sd_02:1,sd_03:1,sd_04:1,sd_05:1,sd_06:1,sd_07:1,sd_15:1,sd_16:1,sd_17:1,sd_18:1,sd_19:1,sd_20:1,sd_21:1,sd_101:1,sd_102:1,sd_103:1,sd_104:1,sd_105:1,sd_106:1,sd_107:1,sd_108:1,sd_109:1,sd_110:1,sd_111:1,sd_112:1,sd_113:1,sd_114:1,sd_22:1,sd_23:1,sd_24:1,sd_25:1,sd_26:1,sd_27:1,sd_28:1,sd_29:1,sd_30:1,sd_31:1,sd_32:1,sd_33:1,sd_34:1,sd_35:1,sd_136:1,sd_137:1,sd_138:1,sd_139:1,sd_140:1,sd_141:1,sd_142:1,sd_64:1,sd_65:1,sd_66:1,sd_67:1,sd_68:1,sd_69:1,sd_70:1,sd_150:1,sd_151:1,sd_152:1,sd_153:1,sd_154:1,sd_155:1,sd_156:1,sd_57:1,sd_58:1,sd_59:1,sd_60:1,sd_61:1,sd_62:1,sd_63:1,prolific3:1,mc_01:1,mc_02:1,mc_03:1,mc_04:1,mc_05:1,mc_06:1,mc_07:1,mc_15:1,mc_16:1,mc_17:1,mc_18:1,mc_19:1,mc_20:1,mc_21:1,mc_101:1,mc_102:1,mc_103:1,mc_104:1,mc_105:1,mc_106:1,mc_107:1,mc_108:1,mc_109:1,mc_110:1,mc_111:1,mc_112:1,mc_113:1,mc_114:1,mc_22:1,mc_23:1,mc_24:1,mc_25:1,mc_26:1,mc_27:1,mc_28:1,mc_29:1,mc_30:1,mc_31:1,mc_32:1,mc_33:1,mc_34:1,mc_35:1,mc_136:1,mc_137:1,mc_138:1,mc_139:1,mc_140:1,mc_141:1,mc_142:1,mc_64:1,mc_65:1,mc_66:1,mc_67:1,mc_68:1,mc_69:1,mc_70:1,mc_150:1,mc_151:1,mc_152:1,mc_153:1,mc_154:1,mc_155:1,mc_156:1,mc_57:1,mc_58:1,mc_59:1,mc_60:1,mc_61:1,mc_62:1,mc_63:1,md_assign:1,prolific5:1,md_f01:1,md_f02:1,md_f03:1,md_f04:1,md_f05:1,md_f06:1,md_f07:1,md_f15:1,md_f16:1,md_f17:1,md_f18:1,md_f19:1,md_f20:1,md_f21:1,md_f101:1,md_f102:1,md_f103:1,md_f104:1,md_f105:1,md_f106:1,md_f107:1,md_f22:1,md_f23:1,md_f24:1,md_f25:1,md_f26:1,md_f27:1,md_f28:1,md_f108:1,md_f109:1,md_f110:1,md_f111:1,md_f112:1,md_f113:1,md_f114:1,md_m01:1,md_m02:1,md_m03:1,md_m04:1,md_m05:1,md_m06:1,md_m07:1,md_m101:1,md_m102:1,md_m103:1,md_m104:1,md_m105:1,md_m106:1,md_m107:1,md_m108:1,md_m109:1,md_m110:1,md_m111:1,md_m112:1,md_m113:1,md_m114:1,md_m15:1,md_m16:1,md_m17:1,md_m18:1,md_m19:1,md_m20:1,md_m21:1,md_m22:1,md_m23:1,md_m24:1,md_m25:1,md_m26:1,md_m27:1,md_m28:1,prolific7:1,md_f137:1,md_f138:1,md_f139:1,md_f140:1,md_f141:1,md_f142:1,md_f29:1,md_f30:1,md_f31:1,md_f32:1,md_f33:1,md_f34:1,md_f35:1,md_f150:1,md_f151:1,md_f152:1,md_f153:1,md_f154:1,md_f155:1,md_f156:1,md_f64:1,md_f65:1,md_f66:1,md_f67:1,md_f68:1,md_f69:1,md_f70:1,md_f57:1,md_f58:1,md_f59:1,md_f60:1,md_f61:1,md_f62:1,md_f63:1,md_m136:1,md_m137:1,md_m138:1,md_m139:1,md_m140:1,md_m141:1,md_m142:1,md_m29:1,md_m30:1,md_m31:1,md_m32:1,md_m33:1,md_m34:1,md_m35:1,md_m150:1,md_m151:1,md_m152:1,md_m153:1,md_m154:1,md_m155:1,md_m156:1,md_m64:1,md_m65:1,md_m66:1,md_m67:1,md_m68:1,md_m69:1,md_m70:1,md_m57:1,md_m58:1,md_m59:1,md_m60:1,md_m61:1,md_m62:1,md_m63:1,prolific4:1,ft_01:1,ft_02:1,ft_03:1,ft_04:1,ft_05:1,ft_06:1,ft_07:1,ft_15:1,ft_16:1,ft_17:1,ft_18:1,ft_19:1,ft_20:1,ft_21:1,ft_101:1,ft_102:1,ft_103:1,ft_104:1,ft_105:1,ft_106:1,ft_107:1,ft_22:1,ft_23:1,ft_24:1,ft_25:1,ft_26:1,ft_27:1,ft_28:1,ft_29:1,ft_30:1,ft_31:1,ft_32:1,ft_33:1,ft_34:1,ft_35:1,ft_137:1,ft_138:1,ft_139:1,ft_140:1,ft_141:1,ft_142:1,ft_64:1,ft_65:1,ft_66:1,ft_67:1,ft_68:1,ft_69:1,ft_70:1,ft_150:1,ft_151:1,ft_152:1,ft_153:1,ft_154:1,ft_155:1,ft_156:1,ft_57:1,ft_58:1,ft_59:1,ft_60:1,ft_61:1,ft_62:1,ft_63:1,ft_108:1,ft_109:1,ft_110:1,ft_111:1,ft_112:1,ft_113:1,ft_114:1,Age:1,Gender:1,Gender_binary_beliefs:1,Gender_binary_beliefs:2,Gender_binary_beliefs:3,Gender_binary_beliefs:4,TIME_start,TIME_end,TIME_total
s.694fa277-6d56-413e-a1c8-a2c4c7cc5fba.txt,1,611e9cd347a667539f945615,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30,female,1,1,1,1,2022-05-31-16-42,2022-05-31-16-47,5,
s.68d77fd0-4a1e-4063-9e3e-2cd40332945e.txt,1,5e9c7d2d4473501a1a826daa,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32,Male,5,4,3,5,2022-05-31-16-42,2022-05-31-16-47,5,
s.dda478da-aae0-46ed-a79e-4c67d2e160aa.txt,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5c1691ed093702000149ffb1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",41,male,3,1,1,1,2022-05-31-16-49,2022-05-31-16-59,10,
s.d03f330c-9b39-4299-8d4e-9647c6a202d6.txt,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5823327065c6030001570465,0,0,0,100,100,100,0,0,0,0,100,100,100,0,0,0,100,100,100,100,0,0,0,0,100,100,100,0,0,0,0,9,79,100,100,100,100,100,0,0,0,100,100,100,100,4,0,0,100,96,96,0,0,0,0,100,100,100,100,0,0,0,100,100,100,100,82,94,90,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",41,male,1,1,1,1,2022-05-31-16-51,2022-05-31-16-57,6,
s.cc72a680-5bfd-41ce-a6a3-0f82be050878.txt,1,5b2a3d8ba884a20001e3c807,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",58,Male,1,1,1,1,2022-05-31-16-44,2022-05-31-16-51,7,
s.1872fb50-a398-4b5c-b277-4eee4c8e69d0.txt,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",60a2d2ebffd69c952a981069,Male,Male,Male,Female ,Female ,Female ,Female ,Make,Male,Female ,Female,Female,Female,Female ,Female ,Female,Female,Female ,Non binary ,Non binary ,Male,Male,Male,Male,Male,Female ,Female ,Female ,Male,Male,Male,Non binary ,Female,Female,Female ,Male,Male,Non binary,Female,Female ,Female,Male,Male,Male,Male,Non binary ,Female,Female,Male,Male,Male,Non binary ,Female,Fenale,Female ,Male,Male,Male,Male,Female ,Female ,Female ,Male,Male,Non binary ,Female ,Fenale,Female ,Female,32,Male,1,1,1,1,2022-05-31-16-50,2022-05-31-17-03,13,
s.d762f8d6-6dcc-4df3-be2b-517f9e71910b.txt,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",60c9b48ca3946cd37c71aa12,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,4,1,1,1,1,1,2,2,2,1,1,1,1,2,3,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,3,1,1,1,1,2,2,3,3,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",34,male,1,1,2,5,2022-05-31-16-49,2022-05-31-16-56,7,
s.06d31f9c-93d5-401a-b070-daada0d457ac.txt,1,60a63a6c12a8c08ded1a6a05,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32,Female,4,2,3,4,2022-05-31-16-38,2022-05-31-16-43,5,
s.a6c661f8-cd1f-4528-b839-6bdb7994785b.txt,1,5e963318213e530b39739c29,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32,Female,3,1,1,2,2022-05-31-16-51,2022-05-31-16-55,4,
s.fc9da13a-aab0-4a4a-b175-39a3e1ca206e.txt,1,611ec2aed219ab587e1bb26e,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,Woman,1,1,1,3,2022-05-31-16-51,2022-05-31-16-56,5,
s.0f13f12b-66e1-462b-8445-b751fa8bfef5.txt,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,6066da1975a0b9c15e673205,0,0,60,68,100,92,82,0,0,0,59,73,67,77,100,100,100,95,69,0,0,0,0,0,23,65,100,86,0,0,53,61,93,100,100,100,100,47,53,25,0,9,0,0,0,0,15,100,100,100,53,40,39,0,0,0,100,100,55,46,33,45,42,100,100,100,52,20,21,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",54,Adult human female,5,5,5,5,2022-05-31-16-50,2022-05-31-16-55,5,
s.ae267671-6a3d-4917-97d5-04c5bda1f5b5.txt,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,5bd5c48f669ee100014508fb,0,9,33,100,100,100,100,0,0,2,10,79,80,100,100,100,97,100,57,49,14,0,0,0,71,71,100,100,52,51,51,100,92,100,100,85,78,64,0,0,0,0,0,0,5,16,43,64,40,95,49,52,0,22,18,0,100,100,70,75,20,19,0,100,100,89,70,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31,Female,1,1,1,1,2022-05-31-16-49,2022-05-31-16-54,5,
s.1f2efc6f-41c0-442a-8d08-51f30f3c737f.txt,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,59d4a088f35ff40001914cc6,10,0,50,66,100,99,100,1,0,2,38,72,60,74,100,100,100,100,90,4,0,0,0,14,52,65,100,100,2,42,47,100,100,99,100,99,73,48,33,62,1,0,0,0,0,0,43,100,100,100,65,2,1,0,0,0,100,100,73,48,43,46,39,100,100,100,50,1,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48,Female,4,1,1,4,2022-05-31-16-52,2022-05-31-16-58,6,
s.931a0009-5519-4ddb-9675-7429492a8ff3.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",85,62,33,31,31,25,21,74,77,69,70,20,23,28,26,21,27,36,50,84,77,81,78,36,67,12,32,17,93,100,61,75,26,32,22,36,22,43,27,27,10,11,93,70,77,2,10,6,13,79,86,77,69,15,37,28,63,49,36,32,28,2,17,71,100,66,58,13,27,13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",26,Man,5,3,1,1,2022-06-03-15-47,2022-06-03-15-56,9,
s.afcdad12-4fcc-4c97-97e9-dfd65127426d.txt,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,606dbbeec2ef0d174437dee9,15,0,37,88,80,100,100,0,24,35,37,69,73,100,100,100,100,72,19,8,19,0,0,0,27,100,100,100,2,0,43,100,100,82,100,100,100,88,36,6,0,0,0,0,0,0,79,92,91,100,100,17,13,24,0,0,100,94,91,57,5,19,0,100,100,100,77,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,Female,1,1,3,1,2022-05-31-16-39,2022-05-31-16-44,5,
s.de99c8db-4570-4b8b-88af-139609034d3c.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5e249775e8ff3a7159953291,90,81,67,0,0,0,0,100,100,100,15,13,0,0,0,0,0,0,0,85,100,85,100,12,0,0,0,0,100,100,100,83,24,0,0,89,83,69,0,0,0,0,100,99,100,40,0,0,0,100,100,100,80,0,0,0,100,100,100,15,0,0,0,100,100,100,83,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",53,Female,1,1,1,1,2022-05-31-16-44,2022-05-31-16-54,10,
s.c2c1c675-9be2-41da-b536-374189e34bb6.txt,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5eb30ae9bb223e0e176edecd,M,M,F,F,F,F,F,M,M,M,M,F,F,F,F,F,F,F,F,M,M,M,M,M,M,Female,F,F,M,M,M,F,F,F,F,M,M,F,F,F,F,M,M,Male,M,F,F,F,M,M,M,F,F,F,F,M,M,M,F,F,F,F,Male,M,F,F,F,F,F,27,Female,4,4,2,4,2022-05-31-16-47,2022-05-31-16-53,6,
s.1617c632-0efe-4a14-9201-44c2139fce6d.txt,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",61486ad7059377d6f08fd91c,87,72,55,36,12,8,11,98,96,62,62,45,27,44,2,4,16,44,57,71,84,99,56,12,27,5,17,9,100,98,60,44,3,8,10,72,57,75,32,24,18,22,98,100,69,36,23,29,31,100,91,67,60,14,17,4,88,94,47,42,47,23,0,100,92,57,45,25,8,23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32,Female,1,1,1,1,2022-05-31-16-53,2022-05-31-16-59,6,
