StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,samtycke,hon1,hon2,hon3,han1,han2,han3,hen1,hen2,hen3,control1,control2,control3,30f1,30f2,30f3,30f5,30f10,50f10,50f11,50f3,50f7,50f8,50f9,5030f7,50f12,50f17,50f13,75f1,75f2,75f4,75f5,70f3,Q60,Q62,GIS_1,GIS_2,GIS_3,GIS_4,essentialism_1,essentialism_2,essentialism_3,essentialism_4,essentialism_5,essentialism_6,essentialism_7,essentialism_8,hen_attitudes_1,hen_attitudes_2,hen_attitudes_3,hen_use,hen_hear,hen_fam,hen_fam_4_TEXT,Q66,Q68,Q70,Q72,token,han1 - Parent Topics,han1 - Topics
2020-11-13 09:09:59,2020-11-13 09:15:20,IP Address,85.194.6.44,100,321,TRUE,2020-11-13 09:15:21,R_2alznrZvLeU0pgR,,,,,59.23699951,17.98190308,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Stand up paddeling,,,Kvinna,Icke-binar,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,49,Man,"Stammer inte alls
1",5,5,5,"Stammer helt
7","Stammer inte alls
1","Stammer helt
7",6,4,4,4,2,3,2,4,Aldrig,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Kon,Nej,Nej,Nej,mbazbuy,,
2020-11-13 08:57:47,2020-11-13 09:16:01,IP Address,188.148.222.237,100,1094,TRUE,2020-11-13 09:16:01,R_32WLrzq1KCRzLbD,,,,,58.38659668,13.43840027,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon haller i en paddel,Hon star upp,Hon forsoker forflytta sig,,,,,,,,,,Man,Man,Icke-binar,Man,Man,Icke-binar,Icke-binar,Kvinna,Icke-binar,Kvinna,Man,Man,Kvinna,Icke-binar,Icke-binar,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,37,Man,3,5,5,3,5,2,2,3,4,3,4,"Stammer inte alls
1",3,3,3,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet,Som vanligt i den har typen av undersokningar sa ar svarsalternativen lite vinklade.,"Mina svar kan skilja sig beroende pa situation och kontext, det finns inga enkla svar. Jag ar t.ex. for alla manniskors frihet och ratt att kalla sig vad man vill men gillar inte generaliseringar och daligt pahittade benamningar som ""hen"".",Mycket svart att svara nar inte hela ansiktet och resten av kroppen syns.,cuuvovx,,
2020-11-13 08:58:27,2020-11-13 09:16:25,IP Address,46.230.212.126,100,1078,TRUE,2020-11-13 09:16:25,R_3j22nOkoJV0Ckja,,,,,59.32470703,18.05599976,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar staende i en kanot,Hen verkar vara duktig och stark,Hen har en framatlutande stil sa det verkar ga fort fram,,,,Icke-binar,Man,Icke-binar,Man,Man,Icke-binar,Kvinna,Kvinna,Icke-binar,Kvinna,Kvinna,Kvinna,Icke-binar,Kvinna,Icke-binar,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,63,Man,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer helt
7",2,"Stammer inte alls
1",2,2,"Stammer helt
7",2,6,"Stammer inte alls
1",5,"Mycket bra
7","Mycket bra
7",Nagon gang per vecka,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentiteten ,Nej,Nej,Kandes som samma person som man modifierat utseendet pa,uwbxvay,,
2020-11-13 09:10:41,2020-11-13 09:18:58,IP Address,217.213.114.88,100,497,TRUE,2020-11-13 09:18:58,R_3DuxLXvmwQR9Fpm,,,,,59.33329773,18.05000305,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han paddlar,Han tar sig fram pa vattnet,Han framfor en kanot,,,,,,,Man,Man,Man,Man,Man,Man,Man,Kvinna,Man,Man,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,69,Man,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1",,"Stammer inte alls
1","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1",2,Aldrig,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsuppfattning,Nej,Nej,Manga var lika ,rydqusw,,
2020-11-13 09:04:42,2020-11-13 09:19:11,IP Address,213.67.114.120,100,869,TRUE,2020-11-13 09:19:11,R_3qBur6MXVBGxgHM,,,,,56.38160706,13.99360657,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Hen stapadlar,Hen ar mycket valtranad,Hen ar ganska genomskinlig,Vet ej,Man,Vet ej,Man,Vet ej,Vet ej,Kvinna,Vet ej,Vet ej,Icke-binar,Vet ej,Kvinna,Vet ej,Vet ej,Vet ej,Icke-binar,Icke-binar,Vet ej,Vet ej,Kvinna,83,man,"Stammer inte alls
1",5,6,2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",6,"Stammer inte alls
1",4,"Stammer inte alls
1",6,"Mycket bra
7","Mycket bra
7",Nagon gang om aret,Aldrig,"Ja, jag sjalv,Ja, annan person (ange)",,,Nej,Nej inte alls,Ja,srkbunk,,
2020-11-13 09:12:26,2020-11-13 09:22:13,IP Address,95.197.57.168,100,587,TRUE,2020-11-13 09:22:14,R_1JQuCnTSZeACTEa,,,,,57.79159546,13.41419983,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Personen star pa en flotte och paddlar.,Personen lutar sig framat for att fa kraft nar hon paddlar.,Personen ar malmedveten.,,,,Vet ej,Man,Vet ej,Man,Man,Vet ej,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,58,Kvinna,3,3,3,3,"Stammer inte alls
1",3,3,"Stammer helt
7","Stammer inte alls
1",3,"Stammer inte alls
1","Stammer inte alls
1",2,2,2,Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsdiskriminering,"Nej, jag har svarat som jag tycker.",Vad?,Endel ansikten var valdigt neutrala.,nvyzrsg,,
2020-11-13 09:19:15,2020-11-13 09:24:49,IP Address,217.213.114.88,100,333,TRUE,2020-11-13 09:24:50,R_28Mz4qEQTZYCNjN,,,,,59.33329773,18.05000305,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar,Hon tar ett paddeltag,Hon framfor en kanot,,,,,,,,,,Man,Man,Man,Man,Man,Man,Man,Kvinna,Man,Man,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,69,Man,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7",4,"Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Mycket daligt
1",,3,Aldrig,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet,Nej,Nej,Manga var lika,rydqusw,,
2020-11-13 09:26:09,2020-11-13 09:29:56,IP Address,94.234.48.183,100,227,TRUE,2020-11-13 09:29:56,R_2sX3l0H8YPkFItY,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han padlar pa en surfingbrada.,Han star pa en surfingbrada,Han kampar sig fram pa en surfingbrada,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Icke-binar,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,22,Kvinna,3,6,4,5,4,4,6,4,4,3,2,4,3,5,4,Nagon gang i manaden,Nagon gang om aret,"Ja, en kollega",,Hej,Hej,Hej,Hej,gtbxobk,,
2020-11-13 09:32:16,2020-11-13 09:40:34,IP Address,84.216.128.25,100,498,TRUE,2020-11-13 09:40:35,R_sIr84ULDLrcnoxH,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar. ,Hen star pa en paddle board. ,Hen tar sig framat med hjalp av en ara. ,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Man,Man,Man,Icke-binar,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,34,Kvinna,2,6,6,4,2,2,"Stammer inte alls
1","Stammer inte alls
1",3,2,"Stammer helt
7","Stammer helt
7","Mycket bra
7","Mycket bra
7","Mycket bra
7",Nagon gang per vecka,Nagon gang per vecka,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsidentitet och synen pa det ,Ja,Nej,Nej,nydxtfx,,
2020-11-13 09:08:49,2020-11-13 09:41:37,IP Address,62.20.154.9,100,1968,TRUE,2020-11-13 09:41:37,R_2xDmnRJjCQUBiwS,,,,,58.26229858,12.95410156,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen ror,Hen star upp och paddlar,Hen star upp och paddlar med en paddel,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,67,Kvinna,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1",4,4,4,6,2,4,"Stammer helt
7","Stammer inte alls
1",2,3,2,Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Om vad man identifierar sig som,Nej,Nej,Nej,wxapfew,,
2020-11-13 09:39:04,2020-11-13 09:43:13,IP Address,81.233.181.159,100,248,TRUE,2020-11-13 09:43:13,R_1nNmYTmiGpalDLQ,,,,,62.456604,17.34089661,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,,,,Man,Man,Man,Man,Man,Vet ej,Kvinna,Kvinna,Vet ej,Vet ej,Man,Kvinna,Kvinna,Kvinna,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,50,Man,4,"Stammer helt
7","Stammer helt
7",5,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer inte alls
1",5,"Stammer inte alls
1","Stammer inte alls
1",2,2,3,Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,,,,,tozbrpa,,
2020-11-13 09:34:57,2020-11-13 09:45:30,IP Address,98.128.150.24,100,633,TRUE,2020-11-13 09:45:31,R_RWd97zDtD2vndND,,,,,59.30589294,17.98719788,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Paddlar paddle board,Manovrerar ett reglage ,Graver pa ett annorlunda satt,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,28,Man,5,2,2,5,2,"Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",6,"Stammer inte alls
1",6,"Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Dagligen,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konsnormer,Nej,Nej,De sag redigerade ut,botvxmk,,
2020-11-13 09:42:28,2020-11-13 09:51:26,IP Address,81.226.39.91,100,537,TRUE,2020-11-13 09:51:26,R_1rABOXCMfqSHy4D,,,,,59.1322937,12.92889404,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar fran en flotte,Hon star pa trottoaren och sopar gatan nedanfor,"Hon aker sidor med en stav, a la Gustaf Wasa",,,,,,,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,50,Kvinna,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket daligt
1",Nagon gang per vecka,Nagon gang per vecka,"Ja, en bekant",,Normer och kanslor kring konsnormer,Nej,Nej,Photoshoppade,xbawfud,,
2020-11-13 09:50:52,2020-11-13 09:53:16,IP Address,62.80.216.67,100,144,TRUE,2020-11-13 09:53:16,R_12MBEhko1MbBTuK,,,,,57.73120117,12.06990051,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Vet ej ,Vet ej ,Vet ej ,Man,Man,Man,Man,Man,Man,Kvinna,,Vet ej,Kvinna,Vet ej,Vet ej,Kvinna,Vet ej,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,34,Kvinna,4,4,3,4,3,4,3,4,4,4,"Stammer helt
7",4,4,4,4,Aldrig,Aldrig,"Nej, kanner ingen som anvander hen som sitt pronomen",,,,,,knmqpob,,
2020-11-13 09:51:43,2020-11-13 09:57:09,IP Address,217.213.91.33,100,325,TRUE,2020-11-13 09:57:09,R_3NEbhzBaJD07zFp,,,,,59.32870483,18.07170105,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han ror,Han bakar pizza,Han tranar,,,,,,,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,35,Kvinna,4,6,"Stammer helt
7","Stammer inte alls
1","Stammer helt
7",3,3,4,2,3,"Stammer inte alls
1","Stammer inte alls
1",3,3,3,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Man och kvinnor ,Ja,Ja,"Kollade pa ogonbryn, ogonfransar, smink",bghwbzw,,
2020-11-13 09:46:43,2020-11-13 09:58:40,IP Address,83.185.83.169,100,716,TRUE,2020-11-13 09:58:40,R_AuktJ1IutDy8DPX,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen star pa vattenbrada,Hen haller i paddel,Hen paddlar ,,,,Man,Icke-binar,Vet ej,Man,Man,Vet ej,Vet ej,Kvinna,Vet ej,Kvinna,Vet ej,Vet ej,Vet ej,Vet ej,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,40,Man,6,2,2,"Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1",5,"Stammer inte alls
1","Mycket bra
7",4,"Mycket bra
7",Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Genusvetenskap,Eventuellt nar bilderna visades. Upplevde att jag fick svara om vissa bilder om jag hade svarat vet ej tidigare ,"Ja, jag valde icke binar ",Kandes som att set var en filter som blandar tva olika ansikten,hzxevqg,,
2020-11-13 09:54:19,2020-11-13 10:00:13,IP Address,46.162.88.30,100,353,TRUE,2020-11-13 10:00:13,R_1kZiXhY3w9tC3YL,,,,,55.70280457,13.19270325,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar pa en surfbrada,Hon star upp och paddlar pa en surfbrada ,Hon tar dig framat genom att paddla staende pa en surfbrada,,,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,24,Kvinna,"Stammer helt
7",5,5,"Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1","Stammer inte alls
1",4,"Stammer inte alls
1","Stammer helt
7","Stammer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Nagon gang per vecka,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Forutfattade meningar gallande kon och konsidentiteter,Nej,"Nej, jag har for vana att inte basera nagons identitet pa deras utseende ","Vissa sag lite redigerade ut (som att man forsokt redigera skaggvaxt t.ex.), annars nej ",xqzstny,,
2020-11-13 09:57:11,2020-11-13 10:03:41,IP Address,81.235.192.221,100,389,TRUE,2020-11-13 10:03:41,R_6VuJVoDt2vhGbTj,,,,,57.83329773,12.30000305,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han Paddlar,Han ar i en bar,Han star upp,,,,,,,Man,Man,Kvinna,Man,Man,Man,Man,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,46,Kvinna,5,"Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7","Stammer helt
7",4,6,5,4,4,4,4,4,4,4,Aldrig,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Kon,Nej,Nej,Kanske,hrkpfue,,
2020-11-13 09:55:37,2020-11-13 10:05:10,IP Address,213.66.202.62,100,572,TRUE,2020-11-13 10:05:10,R_1hTr9nPcYS5sSLj,,,,,57.7071991,11.96679688,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Padlar med en paddel en brada,Padlar en brada,Padlar med en paddel,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Man,Man,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,69,Man,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7",4,"Stammer inte alls
1","Stammer inte alls
1","Mycket daligt
1","Mycket daligt
1","Mycket daligt
1",Aldrig,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Om det finns skillnader mellan manligt och kvinnligt,"Nej
Nej",Nej,Ja nagra ansikten var lite kluriga. ,dzxorwr,,
2020-11-13 10:01:26,2020-11-13 10:09:27,IP Address,83.254.4.154,100,480,TRUE,2020-11-13 10:09:27,R_3MPRWoMnW7F8Qz9,,,,,59.520401,17.90829468,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddla,Hon tranar,Hon paddlat fran bryggan,,,,,,,,,,Man,Man,Man,Man,Man,Man,Man,Man,Kvinna,Man,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,74,Man,"Stammer helt
7","Stammer helt
7","Stammer helt
7","Stammer helt
7",4,"Stammer helt
7","Stammer helt
7","Stammer inte alls
1","Stammer inte alls
1","Stammer helt
7",6,"Stammer helt
7",5,5,5,Nagon gang om aret,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konidentitet,Nej,Nej,?,aknxnxc,,
2020-11-13 10:28:07,2020-11-13 10:32:26,IP Address,83.253.202.148,100,259,TRUE,2020-11-13 10:32:27,R_9MiKTtTBnkCCDZv,,,,,56.67449951,12.85679626,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han ror,Han star upp,Han anstranger sig,,,,,,,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,28,Man,3,5,5,3,"Stammer helt
7","Stammer helt
7",3,6,5,"Stammer helt
7",5,5,4,3,"Mycket bra
7",Nagon gang i manaden,Nagon gang per vecka,"Ja, jag sjalv,Ja, anhorig / nara van,Ja, en kollega,Ja, en bekant",,Konsrelaterad studie,Nej,Nej,"Ja, sag ""blandade"" ut",qdxyzrf,,
2020-11-13 10:24:52,2020-11-13 10:35:45,IP Address,94.234.44.63,100,653,TRUE,2020-11-13 10:35:46,R_1gAaQR6vrQ9Fr3h,,,,,55.605896,13.0007019,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen star upp.,Hen paddlar antingen en sup eller kanot.,Hen tranar.,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,38,Kvinna,5,5,5,5,2,2,"Stammer inte alls
1","Stammer inte alls
1",5,2,"Stammer helt
7","Stammer inte alls
1",2,"Mycket daligt
1",5,Aldrig,Aldrig,"Nej, kanner ingen som anvander hen som sitt pronomen",,Hur man se pa man o kvinnor och allt dar emellan:),Nej.,Nej inte alls.,Ja en del sag ut som om dom kanske genomgatt/genomgar nan form av konskorrigeringen.,uhfdxot,,
2020-11-13 10:25:21,2020-11-13 10:37:22,IP Address,83.254.218.81,100,720,TRUE,2020-11-13 10:37:22,R_1LGWItxmwkCrjQp,,,,,59.27409363,15.206604,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen star pa en brada och paddlar.,Personen haller balans och paddlar framat med hjalp av en paddel.,Antagligen ar personen utovare av nagon slags vattensport.,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,79,man,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1",4,4,"Stammer inte alls
1",4,"Stammer helt
7",4,"Stammer inte alls
1","Stammer inte alls
1",4,4,4,Aldrig,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Att alla kan inte med sakerhet bedomas vara man eller kvinna.,Nej,,Nej,grvdtaa,,
2020-11-13 10:31:38,2020-11-13 10:37:57,IP Address,83.249.250.206,100,379,TRUE,2020-11-13 10:37:58,R_wOg8TIvPlsbots5,,,,,59.37930298,13.50360107,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon paddlar pa en SUP,Hon ror om i en stor gryta,Hon hoppar stavhopp,,,,,,,,,,Man,Man,Kvinna,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,24,Man,"Stammer helt
7","Stammer helt
7",,4,"Stammer helt
7","Stammer helt
7",2,6,"Stammer inte alls
1",5,"Stammer helt
7",5,6,"Mycket daligt
1",3,Nagon gang om aret,Nagon gang om aret,"Nej, kanner ingen som anvander hen som sitt pronomen",,Fordomar,"Ja, politiskt korrekt.",Ja eftersom jag inte behover forsvara mina asikter sa att saga. I vanliga fall kanske jag hade svarat med socialt accepterat an jag kan gora nu.,Nagra var svara att konsbestamma,psfxaut,,
2020-11-13 10:38:30,2020-11-13 10:47:00,IP Address,83.254.218.81,100,510,TRUE,2020-11-13 10:47:01,R_1MXSP4uWSanqeL7,,,,,59.27409363,15.206604,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,Hon star pa en brada och paddlar framat pa ett vatten.,Hon balanserar och styr med hjalp av en paddel.,Hon ar antagligen aktiv i en vattensport.,,,,,,,,,,Man,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,79,man,"Stammer inte alls
1","Stammer helt
7","Stammer helt
7","Stammer inte alls
1",4,4,"Stammer inte alls
1",4,"Stammer helt
7",4,"Stammer inte alls
1","Stammer inte alls
1",4,4,4,Aldrig,Aldrig,"Nej, kanner ingen som anvander hen som sitt pronomen",,Att alla manniskor inte alltid ar man eller kvinna.,Nej,,Nej,grvdtaa,,
2020-11-13 10:46:08,2020-11-13 11:03:14,IP Address,213.67.237.150,100,1025,TRUE,2020-11-13 11:03:14,R_10TvicfnvVd9usl,,,,,59.1499939,16.8500061,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,"personen tranar,kanske tavlar",personen paddlar,personen ar solbrun,Man,Man,Kvinna,Man,Man,Man,Kvinna,Vet ej,Man,Man,Man,Man,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,55,kvinna,6,5,6,5,3,"Stammer inte alls
1",2,3,2,2,5,"Stammer inte alls
1",6,6,"Mycket bra
7",Nagon gang i manaden,Nagon gang om aret,"Ja, en bekant,Ja, annan person (ange)",dotterns kompis,skillnader mellan man och kvinnor,nej,nej,"ibland var det svart att se om det var en man eller en kvinna, kanske var bilderna ihopklipta",vxsrztv,,
2020-11-13 11:04:04,2020-11-13 11:10:50,IP Address,213.67.237.150,100,406,TRUE,2020-11-13 11:10:51,R_1LSzReSpo0Q95FN,,,,,59.1499939,16.8500061,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,Hen tranar,Hen paddlar,Hen ar solbrun,,,,Man,Man,Man,Man,Man,Man,Kvinna,Man,Man,Man,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,55,kvinna,5,6,6,2,2,2,2,3,4,2,6,"Stammer inte alls
1",5,5,6,Nagon gang i manaden,Nagon gang om aret,"Ja, en bekant,Ja, annan person (ange)",dotterns kompis,skillnader mellan man och kvinnor,nej,nej,"ibland var det svart att se, kanske var de ihopklipta ",vxsrztv,,
2020-11-13 11:14:40,2020-11-13 11:20:02,IP Address,213.67.237.150,100,322,TRUE,2020-11-13 11:20:03,R_1CfE1Uh6zwGHgTO,,,,,59.1499939,16.8500061,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,Han tranar,Han padlar,Han ar solbrand,,,,,,,Man,Man,Man,Man,Man,Man,Vet ej,Man,Man,Man,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,55,kvinna,5,6,5,5,2,2,2,2,2,3,6,"Stammer inte alls
1",5,6,6,Nagon gang i manaden,Nagon gang om aret,"Ja, en bekant,Ja, annan person (ange)",dotterns kompis,skillnaden mellan man och kvinnor,nej,nej,nej,vxsrztv,,
2020-11-13 11:11:14,2020-11-13 11:20:03,IP Address,81.225.155.158,100,528,TRUE,2020-11-13 11:20:03,R_Tkpm05MfNdgA7dL,,,,,57.66870117,12.57269287,anonymous,EN,Jag har last informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Personen star pa kna pa en sup-brada,Personen paddlar,Personen tar sig framat ,Man,Man,Man,Man,,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,42,Kvinna,6,6,6,3,3,"Stammer inte alls
1","Stammer inte alls
1",6,5,3,3,"Stammer inte alls
1",5,6,6,Nagon gang i manaden,Nagon gang i manaden,"Nej, kanner ingen som anvander hen som sitt pronomen",,Konstillhorighet och manniskors asikter om det,Nej,Nej,Vissa sag ihopsatt ut,bnryrpz,,
